time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(c/s)
2022-02-03T08:00:06.609000,6.6,0.410333152524288
2022-02-03T08:00:06.659000,6.65,3.6163327544291937
2022-02-03T08:00:06.709000,6.7,0.9199199268013519
2022-02-03T08:00:06.759000,6.75,2.453019454502994
2022-02-03T08:00:06.809000,6.8,4.372913411448014
2022-02-03T08:00:06.859000,6.85,2.695548465287994
2022-02-03T08:00:06.909000,6.9,5.201514972716243
2022-02-03T08:00:06.959000,6.95,2.1440155944269437
2022-02-03T08:00:07.009000,7.0,4.2581269678840625
2022-02-03T08:00:07.059000,7.05,7.809177097495752
2022-02-03T08:00:07.109000,7.1,2.696693665368288
2022-02-03T08:00:07.159000,7.15,3.2990725407207475
2022-02-03T08:00:07.209000,7.2,4.77875895571916
2022-02-03T08:00:07.259000,7.25,3.192149189997445
2022-02-03T08:00:07.309000,7.3,2.6434696362457935
2022-02-03T08:00:07.359000,7.35,3.972510899628663
2022-02-03T08:00:07.409000,7.4,3.417746715394525
2022-02-03T08:00:07.459000,7.45,-0.4253214930613694
2022-02-03T08:00:07.509000,7.5,1.3289534253334228
2022-02-03T08:00:07.559000,7.55,0.08542052548220563
2022-02-03T08:00:07.609000,7.6,-0.446329445393681
2022-02-03T08:00:07.659000,7.65,6.327166068775171
2022-02-03T08:00:07.709000,7.7,1.8280505830145521
2022-02-03T08:00:07.759000,7.75,-0.9093613372211252
2022-02-03T08:00:07.809000,7.8,8.462709602999901
2022-02-03T08:00:07.859000,7.85,7.6608676394629756
2022-02-03T08:00:07.909000,7.9,2.9445900772008895
2022-02-03T08:00:07.959000,7.95,9.468599242772402
2022-02-03T08:00:08.009000,8.0,12.748402500256683
2022-02-03T08:00:08.059000,8.05,8.270706949750013
2022-02-03T08:00:08.109000,8.1,6.926394191091269
2022-02-03T08:00:08.159000,8.15,6.277612766312015
2022-02-03T08:00:08.209000,8.2,3.152595199445339
2022-02-03T08:00:08.259000,8.25,1.3216214640633097
2022-02-03T08:00:08.309000,8.3,9.138339509846173
2022-02-03T08:00:08.359000,8.35,9.624020319397049
2022-02-03T08:00:08.409000,8.4,-2.5004133460749047
2022-02-03T08:00:08.459000,8.45,1.2461654327111569
2022-02-03T08:00:08.509000,8.5,4.419514623177467
2022-02-03T08:00:08.559000,8.55,1.537191617272042
2022-02-03T08:00:08.609000,8.6,4.650153348961138
2022-02-03T08:00:08.659000,8.65,3.746697782776669
2022-02-03T08:00:08.709000,8.7,2.822412308214691
2022-02-03T08:00:08.759000,8.75,5.35678556591346
2022-02-03T08:00:08.809000,8.8,8.508635303280357
2022-02-03T08:00:08.859000,8.85,9.309899220683851
2022-02-03T08:00:08.909000,8.9,4.520441327655443
2022-02-03T08:00:08.959000,8.95,4.566771417955215
2022-02-03T08:00:09.009000,9.0,12.982754987350686
2022-02-03T08:00:09.059000,9.05,6.292154748255107
2022-02-03T08:00:09.109000,9.1,3.3573270742000827
2022-02-03T08:00:09.159000,9.15,13.237941810660798
2022-02-03T08:00:09.209000,9.2,7.862413837431483
2022-02-03T08:00:09.259000,9.25,7.941281462962839
2022-02-03T08:00:09.309000,9.3,9.426536010803382
2022-02-03T08:00:09.359000,9.35,2.576132026806935
2022-02-03T08:00:09.409000,9.4,1.3246669828874167
2022-02-03T08:00:09.459000,9.45,-5.749134922616204
2022-02-03T08:00:09.509000,9.5,-3.694615288835156
2022-02-03T08:00:09.559000,9.55,1.1938146613425755
2022-02-03T08:00:09.609000,9.6,0.208134930897901
2022-02-03T08:00:09.659000,9.65,10.25767248440897
2022-02-03T08:00:09.709000,9.7,4.266762250560815
2022-02-03T08:00:09.759000,9.75,-3.037369474842494
2022-02-03T08:00:09.809000,9.8,5.379536457350915
2022-02-03T08:00:09.859000,9.85,4.558390438791025
2022-02-03T08:00:09.909000,9.9,2.6663960338658184
2022-02-03T08:00:09.959000,9.95,5.172842831630203
2022-02-03T08:00:10.009000,10.0,7.5470883283872015
2022-02-03T08:00:10.059000,10.05,11.230350284770747
2022-02-03T08:00:10.109000,10.1,10.055480236968148
2022-02-03T08:00:10.159000,10.15,5.543032601417455
2022-02-03T08:00:10.209000,10.2,7.263961477361624
2022-02-03T08:00:10.259000,10.25,4.515103032692158
2022-02-03T08:00:10.309000,10.3,0.9582481309511932
2022-02-03T08:00:10.359000,10.35,-0.3722999840584149
2022-02-03T08:00:10.409000,10.4,-5.965621030350134
2022-02-03T08:00:10.459000,10.45,-2.7170391195915515
2022-02-03T08:00:10.509000,10.5,-0.9787975488184466
2022-02-03T08:00:10.559000,10.55,0.9884600015771375
2022-02-03T08:00:10.609000,10.6,2.391693251164511
2022-02-03T08:00:10.659000,10.65,-0.409073876096075
2022-02-03T08:00:10.709000,10.7,2.8343640199077007
2022-02-03T08:00:10.759000,10.75,0.3976814291659688
2022-02-03T08:00:10.809000,10.8,-3.5278277225484427
2022-02-03T08:00:10.859000,10.85,-4.602970240750311
2022-02-03T08:00:10.909000,10.9,0.39939947857985786
2022-02-03T08:00:10.959000,10.95,3.579451768494773
2022-02-03T08:00:11.009000,11.0,5.744326964544825
2022-02-03T08:00:11.059000,11.05,10.531759688153748
2022-02-03T08:00:11.109000,11.1,-0.03354755658358895
2022-02-03T08:00:11.159000,11.15,-1.7900725624069083
2022-02-03T08:00:11.209000,11.2,0.6227686030498377
2022-02-03T08:00:11.259000,11.25,-5.167506492644012
2022-02-03T08:00:11.309000,11.3,0.8514937701325351
2022-02-03T08:00:11.359000,11.35,-7.2961394254711625
2022-02-03T08:00:11.409000,11.4,-14.66261234503251
2022-02-03T08:00:11.459000,11.45,1.783296299626627
2022-02-03T08:00:11.509000,11.5,-3.5401929052323404
2022-02-03T08:00:11.559000,11.55,-13.156786433544973
2022-02-03T08:00:11.609000,11.6,-8.787101455286143
2022-02-03T08:00:11.659000,11.65,-15.03444037872603
2022-02-03T08:00:11.709000,11.7,-10.607799787691079
2022-02-03T08:00:11.759000,11.75,-6.834254147736912
2022-02-03T08:00:11.809000,11.8,-5.918220436900951
2022-02-03T08:00:11.859000,11.85,4.076590882793979
2022-02-03T08:00:11.909000,11.9,-0.3388244124446813
2022-02-03T08:00:11.959000,11.95,3.3862900702479393
2022-02-03T08:00:12.009000,12.0,12.932593968044618
2022-02-03T08:00:12.059000,12.05,0.6531632717867353
2022-02-03T08:00:12.109000,12.1,-15.6287569381768
2022-02-03T08:00:12.159000,12.15,-13.442296949300708
2022-02-03T08:00:12.209000,12.2,0.9156246294807109
2022-02-03T08:00:12.259000,12.25,-7.406180288160509
2022-02-03T08:00:12.309000,12.3,-15.064621125214781
2022-02-03T08:00:12.359000,12.35,-3.5627738896040038
2022-02-03T08:00:12.409000,12.4,-17.952585211531872
2022-02-03T08:00:12.459000,12.45,-17.818854945193483
2022-02-03T08:00:12.509000,12.5,-3.112464901979797
2022-02-03T08:00:12.559000,12.55,-19.98647344897724
2022-02-03T08:00:12.609000,12.6,-11.101681061776528
2022-02-03T08:00:12.659000,12.65,-0.9859960608788093
2022-02-03T08:00:12.709000,12.7,-8.214141858944293
2022-02-03T08:00:12.759000,12.75,2.3469785929866522
2022-02-03T08:00:12.809000,12.8,-9.463921778348658
2022-02-03T08:00:12.859000,12.85,-16.620919023838162
2022-02-03T08:00:12.909000,12.9,-0.755120096957639
2022-02-03T08:00:12.959000,12.95,2.9722809290660313
2022-02-03T08:00:13.009000,13.0,-1.9311012479737297
2022-02-03T08:00:13.059000,13.05,-4.862206018998839
2022-02-03T08:00:13.109000,13.1,2.4350555697117384
2022-02-03T08:00:13.159000,13.15,-4.641286919073053
2022-02-03T08:00:13.209000,13.2,-6.460877904044213
2022-02-03T08:00:13.259000,13.25,-2.317317215603138
2022-02-03T08:00:13.309000,13.3,-31.56942370296314
2022-02-03T08:00:13.359000,13.35,-29.053428133253966
2022-02-03T08:00:13.409000,13.4,-3.2925645132096597
2022-02-03T08:00:13.459000,13.45,-19.917940154497447
2022-02-03T08:00:13.509000,13.5,-30.263623506285644
2022-02-03T08:00:13.559000,13.55,-13.33656211934398
2022-02-03T08:00:13.609000,13.6,-11.23332625518132
2022-02-03T08:00:13.659000,13.65,-11.941311865430485
2022-02-03T08:00:13.709000,13.7,-10.434948277585528
2022-02-03T08:00:13.759000,13.75,-28.401509414858733
2022-02-03T08:00:13.809000,13.8,-29.551928193911422
2022-02-03T08:00:13.859000,13.85,-13.238360005804982
2022-02-03T08:00:13.909000,13.9,-4.207264946158503
2022-02-03T08:00:13.959000,13.95,-0.3053758952913528
2022-02-03T08:00:14.009000,14.0,6.61377217152895
2022-02-03T08:00:14.059000,14.05,1.340965494010597
2022-02-03T08:00:14.109000,14.1,-16.352149501292494
2022-02-03T08:00:14.159000,14.15,-2.011201696397794
2022-02-03T08:00:14.209000,14.2,-2.704237335279646
2022-02-03T08:00:14.259000,14.25,-20.070493004056953
2022-02-03T08:00:14.309000,14.3,-20.539577399480233
2022-02-03T08:00:14.359000,14.35,-21.701533331425047
2022-02-03T08:00:14.409000,14.4,-15.257089270802302
2022-02-03T08:00:14.459000,14.45,-23.01836483509519
2022-02-03T08:00:14.509000,14.5,-24.562729337999667
2022-02-03T08:00:14.559000,14.55,-13.78398646378012
2022-02-03T08:00:14.609000,14.6,-11.03320030393892
2022-02-03T08:00:14.659000,14.65,-18.594958297032917
2022-02-03T08:00:14.709000,14.7,-24.45058983509862
2022-02-03T08:00:14.759000,14.75,-13.770055164571502
2022-02-03T08:00:14.809000,14.8,-18.211654905233765
2022-02-03T08:00:14.859000,14.85,-11.019153894319912
2022-02-03T08:00:14.909000,14.9,5.438670402533858
2022-02-03T08:00:14.959000,14.95,0.29380460619098153
2022-02-03T08:00:15.009000,15.0,-0.4525235470261006
2022-02-03T08:00:15.059000,15.05,0.6605556577716574
2022-02-03T08:00:15.109000,15.1,-14.744422348121715
2022-02-03T08:00:15.159000,15.15,-26.92273658384812
2022-02-03T08:00:15.209000,15.2,-1.2434302547440963
2022-02-03T08:00:15.259000,15.25,-0.4914741157294877
2022-02-03T08:00:15.309000,15.3,-28.160433294840523
2022-02-03T08:00:15.359000,15.35,-15.959747921392571
2022-02-03T08:00:15.409000,15.4,-4.011491031973382
2022-02-03T08:00:15.459000,15.45,-5.991651311463152
2022-02-03T08:00:15.509000,15.5,-17.810686989001226
2022-02-03T08:00:15.559000,15.55,-29.36306908076394
2022-02-03T08:00:15.609000,15.6,-25.954662686151288
2022-02-03T08:00:15.659000,15.65,-22.10885055597547
2022-02-03T08:00:15.709000,15.7,-16.214162232535276
2022-02-03T08:00:15.759000,15.75,-22.35713248798193
2022-02-03T08:00:15.809000,15.8,-13.154166917926213
2022-02-03T08:00:15.859000,15.85,-5.075680368413773
2022-02-03T08:00:15.909000,15.9,-6.7473369363810525
2022-02-03T08:00:15.959000,15.95,1.4512690907687307
2022-02-03T08:00:16.009000,16.0,-11.799034317228676
2022-02-03T08:00:16.059000,16.05,-21.85690234882792
2022-02-03T08:00:16.109000,16.1,-19.88353946941337
2022-02-03T08:00:16.159000,16.15,-9.056233195519642
2022-02-03T08:00:16.209000,16.2,-20.52281440819739
2022-02-03T08:00:16.259000,16.25,-20.633430165046697
2022-02-03T08:00:16.309000,16.3,0.6095149110065371
2022-02-03T08:00:16.359000,16.35,-30.298229183066248
2022-02-03T08:00:16.409000,16.4,-22.260235047366606
2022-02-03T08:00:16.459000,16.45,-16.30795362004805
2022-02-03T08:00:16.509000,16.5,-43.41061386553364
2022-02-03T08:00:16.559000,16.55,-13.41760375128344
2022-02-03T08:00:16.609000,16.6,-16.13043968920141
2022-02-03T08:00:16.659000,16.65,-40.981145914876734
2022-02-03T08:00:16.709000,16.7,-19.41248461721476
2022-02-03T08:00:16.759000,16.75,-2.990085829415172
2022-02-03T08:00:16.809000,16.8,-22.75574669417855
2022-02-03T08:00:16.859000,16.85,-26.479507505951766
2022-02-03T08:00:16.909000,16.9,-8.036365632713359
2022-02-03T08:00:16.959000,16.95,-13.544443415758105
2022-02-03T08:00:17.009000,17.0,-9.040930981388712
2022-02-03T08:00:17.059000,17.05,-5.413211215136218
2022-02-03T08:00:17.109000,17.1,5.63816116365878
2022-02-03T08:00:17.159000,17.15,13.082171779413057
2022-02-03T08:00:17.209000,17.2,-21.35880686866182
2022-02-03T08:00:17.259000,17.25,-22.870109084018416
2022-02-03T08:00:17.309000,17.3,-27.217724368911377
2022-02-03T08:00:17.359000,17.35,-43.422306030059985
2022-02-03T08:00:17.409000,17.4,-21.784410493214942
2022-02-03T08:00:17.459000,17.45,-29.52412065510388
2022-02-03T08:00:17.509000,17.5,-42.60551511620154
2022-02-03T08:00:17.559000,17.55,-11.9943533547073
2022-02-03T08:00:17.609000,17.6,-9.15364003255405
2022-02-03T08:00:17.659000,17.65,-35.92067454923188
2022-02-03T08:00:17.709000,17.7,-29.745001441179802
2022-02-03T08:00:17.759000,17.75,-13.709230056718836
2022-02-03T08:00:17.809000,17.8,0.993577434491275
2022-02-03T08:00:17.859000,17.85,0.0021647750029610826
2022-02-03T08:00:17.909000,17.9,-8.945614324395764
2022-02-03T08:00:17.959000,17.95,3.9798354723997815
2022-02-03T08:00:18.009000,18.0,1.4849666331988876
2022-02-03T08:00:18.059000,18.05,2.4911304417819933
2022-02-03T08:00:18.109000,18.1,7.044205295423542
2022-02-03T08:00:18.159000,18.15,-8.161659163853631
2022-02-03T08:00:18.209000,18.2,-7.693902408279775
2022-02-03T08:00:18.259000,18.25,-14.902051987599174
2022-02-03T08:00:18.309000,18.3,-24.742403120024168
2022-02-03T08:00:18.359000,18.35,-7.297522335834261
2022-02-03T08:00:18.409000,18.4,-5.261186983528119
2022-02-03T08:00:18.459000,18.45,-16.22616038794869
2022-02-03T08:00:18.509000,18.5,-0.09043137670841582
2022-02-03T08:00:18.559000,18.55,-2.7235371567764735
2022-02-03T08:00:18.609000,18.6,-22.779260350587265
2022-02-03T08:00:18.659000,18.65,-10.173277087667177
2022-02-03T08:00:18.709000,18.7,-16.60231029778838
2022-02-03T08:00:18.759000,18.75,-13.474645127343255
2022-02-03T08:00:18.809000,18.8,21.840108822956008
2022-02-03T08:00:18.859000,18.85,16.001393273744117
2022-02-03T08:00:18.909000,18.9,-2.8542729995791705
2022-02-03T08:00:18.959000,18.95,-3.415724067991639
2022-02-03T08:00:19.009000,19.0,15.083843167251263
2022-02-03T08:00:19.059000,19.05,14.042821088331891
2022-02-03T08:00:19.109000,19.1,6.953174820638609
2022-02-03T08:00:19.159000,19.15,20.2031876054931
2022-02-03T08:00:19.209000,19.2,16.401307758185144
2022-02-03T08:00:19.259000,19.25,15.90249516775428
2022-02-03T08:00:19.309000,19.3,-13.046771478389973
2022-02-03T08:00:19.359000,19.35,-27.66345634873874
2022-02-03T08:00:19.409000,19.4,-3.6078213089070443
2022-02-03T08:00:19.459000,19.45,-6.4507796821192
2022-02-03T08:00:19.509000,19.5,5.978329830238678
2022-02-03T08:00:19.559000,19.55,4.856219420305312
2022-02-03T08:00:19.609000,19.6,2.0130900108260636
2022-02-03T08:00:19.659000,19.65,13.471427079193838
2022-02-03T08:00:19.709000,19.7,-4.31330732567006
2022-02-03T08:00:19.759000,19.75,14.134500216517397
2022-02-03T08:00:19.809000,19.8,19.97347070366121
2022-02-03T08:00:19.859000,19.85,-13.109052901373826
2022-02-03T08:00:19.909000,19.9,13.101577573046
2022-02-03T08:00:19.959000,19.95,54.73851792427859
2022-02-03T08:00:20.009000,20.0,33.17480130258505
2022-02-03T08:00:20.059000,20.05,1.4189174680285026
2022-02-03T08:00:20.109000,20.1,10.300755760755555
2022-02-03T08:00:20.159000,20.15,24.00262462410908
2022-02-03T08:00:20.209000,20.2,39.59287068060909
2022-02-03T08:00:20.259000,20.25,16.974387507004316
2022-02-03T08:00:20.309000,20.3,9.816189995518833
2022-02-03T08:00:20.359000,20.35,46.62771046587394
2022-02-03T08:00:20.409000,20.4,13.50052828301452
2022-02-03T08:00:20.459000,20.45,-9.537579678124343
2022-02-03T08:00:20.509000,20.5,2.609295264608288
2022-02-03T08:00:20.559000,20.55,-7.174957992487777
2022-02-03T08:00:20.609000,20.6,14.270962300864799
2022-02-03T08:00:20.659000,20.65,24.165125473279737
2022-02-03T08:00:20.709000,20.7,24.24004931243244
2022-02-03T08:00:20.759000,20.75,54.0779836029293
2022-02-03T08:00:20.809000,20.8,38.69972182076793
2022-02-03T08:00:20.859000,20.85,7.607771317271639
2022-02-03T08:00:20.909000,20.9,37.06662510578169
2022-02-03T08:00:20.959000,20.95,34.66893265806483
2022-02-03T08:00:21.009000,21.0,30.992879312227473
2022-02-03T08:00:21.059000,21.05,65.25619836960041
2022-02-03T08:00:21.109000,21.1,48.32361010642636
2022-02-03T08:00:21.159000,21.15,43.379318708281254
2022-02-03T08:00:21.209000,21.2,39.67927874334865
2022-02-03T08:00:21.259000,21.25,16.719271705939732
2022-02-03T08:00:21.309000,21.3,10.975896538276263
2022-02-03T08:00:21.359000,21.35,-8.357363173929443
2022-02-03T08:00:21.409000,21.4,16.85641899049262
2022-02-03T08:00:21.459000,21.45,48.07851934097244
2022-02-03T08:00:21.509000,21.5,26.069554572125664
2022-02-03T08:00:21.559000,21.55,40.52477181206067
2022-02-03T08:00:21.609000,21.6,54.41546666376839
2022-02-03T08:00:21.659000,21.65,21.687184143139802
2022-02-03T08:00:21.709000,21.7,14.487567824023344
2022-02-03T08:00:21.759000,21.75,44.974526917797164
2022-02-03T08:00:21.809000,21.8,57.72244222112747
2022-02-03T08:00:21.859000,21.85,38.5758185034849
2022-02-03T08:00:21.909000,21.9,47.37197528290425
2022-02-03T08:00:21.959000,21.95,64.26387653040189
2022-02-03T08:00:22.009000,22.0,46.972654415591975
2022-02-03T08:00:22.059000,22.05,55.872717708530075
2022-02-03T08:00:22.109000,22.1,39.80039918823442
2022-02-03T08:00:22.159000,22.15,17.524080650568887
2022-02-03T08:00:22.209000,22.2,54.99173634850955
2022-02-03T08:00:22.259000,22.25,52.417043448237344
2022-02-03T08:00:22.309000,22.3,40.92713753154482
2022-02-03T08:00:22.359000,22.35,43.09868746933404
2022-02-03T08:00:22.409000,22.4,11.542534007206916
2022-02-03T08:00:22.459000,22.45,14.329339865034516
2022-02-03T08:00:22.509000,22.5,33.06203327995382
2022-02-03T08:00:22.559000,22.55,29.67562922961484
2022-02-03T08:00:22.609000,22.6,26.965512176341555
2022-02-03T08:00:22.659000,22.65,38.211807551504236
2022-02-03T08:00:22.709000,22.7,50.22263453134554
2022-02-03T08:00:22.759000,22.75,44.735268019863916
2022-02-03T08:00:22.809000,22.8,52.60363926493228
2022-02-03T08:00:22.859000,22.85,37.19696334514245
2022-02-03T08:00:22.909000,22.9,35.166088627234586
2022-02-03T08:00:22.959000,22.95,60.836207417654975
2022-02-03T08:00:23.009000,23.0,35.34331706700773
2022-02-03T08:00:23.059000,23.05,53.29526261515867
2022-02-03T08:00:23.109000,23.1,94.27415802252217
2022-02-03T08:00:23.159000,23.15,70.09462273125695
2022-02-03T08:00:23.209000,23.2,49.38325273842322
2022-02-03T08:00:23.259000,23.25,53.1197069573642
2022-02-03T08:00:23.309000,23.3,44.56118370271218
2022-02-03T08:00:23.359000,23.35,14.166078647721427
2022-02-03T08:00:23.409000,23.4,-0.3710916976582762
2022-02-03T08:00:23.459000,23.45,18.60318862337254
2022-02-03T08:00:23.509000,23.5,41.338845900842564
2022-02-03T08:00:23.559000,23.55,45.10831913874433
2022-02-03T08:00:23.609000,23.6,33.440780717686835
2022-02-03T08:00:23.659000,23.65,7.690814286851152
2022-02-03T08:00:23.709000,23.7,16.578834159084888
2022-02-03T08:00:23.759000,23.75,53.699473117137416
2022-02-03T08:00:23.809000,23.8,35.97959627288538
2022-02-03T08:00:23.859000,23.85,27.860316699116744
2022-02-03T08:00:23.909000,23.9,55.57765217863297
2022-02-03T08:00:23.959000,23.95,66.19956942594426
2022-02-03T08:00:24.009000,24.0,54.33622664816697
2022-02-03T08:00:24.059000,24.05,53.70924379384764
